,CHP1_Electricity_Generation_(kW),CHP2_Electricity_Generation_(kW),CHP1_Heat_Output_(kW),CHP2_Heat_Output_(kW),Boiler_Heat_Output_(kW),Feels-Like Temperature Deg C,Wind Speed ms,Site_Electricity_Demand_(kW),Day ahead UK electricity price,Site_Heat_Demand_(kW),Import_Electricity_(kW),Export_Electricity_(kW)
2020-10-25 00:30:00,0.0,0.0,0.0,0.0,1666.6666666666667,8.1,6.3,3628.9039012485414,2.615,1666.6666666666667,3628.9039012485414,0.0
2020-10-25 01:00:00,0.0,0.0,0.0,0.0,1674.418604651163,8.1,5.1,3619.3541541399927,0.11,1674.418604651163,3619.3541541399927,0.0
2020-10-25 01:30:00,0.0,0.0,0.0,0.0,1697.674418604651,8.1,5.1,3600.254659922895,0.01,1697.674418604651,3600.254659922895,0.0
2020-10-25 02:00:00,0.0,0.0,0.0,0.0,1697.674418604651,7.4,4.7,3609.8044070314436,-0.09,1697.674418604651,3609.8044070314436,0.0
2020-10-25 02:30:00,0.0,0.0,0.0,0.0,1627.906976744186,7.4,4.7,3628.9039012485414,-3.635,1627.906976744186,3628.9039012485414,0.0
2020-10-25 03:00:00,0.0,99.21875,0.0,0.0,1635.6589147286822,6.6,4.4,3567.6263573020196,-7.18,1635.6589147286822,3468.4076073020196,0.0
2020-10-25 03:30:00,0.0,198.125,0.0,156.25,1565.8914728682169,6.6,4.4,3525.129982668978,-4.1,1722.1414728682169,3327.004982668978,0.0
2020-10-25 04:00:00,0.0,290.9375,0.0,312.5,1581.3953488372092,5.8,4.7,3466.87652530683,-1.02,1893.8953488372092,3175.93902530683,0.0
2020-10-25 04:30:00,0.0,390.46875,0.0,468.75,1511.6279069767443,5.8,4.7,3405.9173062639265,-0.4649999999999999,1980.3779069767443,3015.4485562639265,0.0
2020-10-25 05:00:00,0.0,489.6875,0.0,625.0,1457.3643410852715,5.4,4.7,3382.838750751601,0.09,2082.3643410852715,2893.151250751601,0.0
2020-10-25 05:30:00,0.0,588.90625,0.0,781.2499999999999,1457.3643410852715,5.4,4.7,3369.3099423478234,2.37,2238.6143410852715,2780.4036923478234,0.0
2020-10-25 06:00:00,0.0,687.6562499999999,0.0,937.5,1457.3643410852715,4.7,5.9,3355.3036465886184,4.65,2394.8643410852715,2667.6473965886184,0.0
2020-10-25 06:30:00,0.0,786.5625,0.0,1093.75,1395.3488372093025,4.7,5.9,3341.456513281222,8.379999999999999,2489.0988372093025,2554.894013281222,0.0
